destination_name,country,continent,category,cost,best_season,rating
Lush Pagoda,China,Asia,City,81.74,Summer,4.3
Mystic Beach,Peru,South America,Religious,159.55,Autumn,4.5
Ancient Valley,Japan,Asia,Religious,123.29,Autumn,4.5
Crystal Ruins,Spain,Europe,Historical,303.84,Spring,4.9
Golden Canyon,New Zealand,Oceania,Beach,127.34,Summer,4.4
Golden Temple,Canada,North America,Nature,83,Winter,4.6
Lush Beach,Brazil,South America,Beach,179.21,Summer,4.7
Golden Falls,Italy,Europe,Historical,199.69,Summer,4.9
Grand Falls,Argentina,South America,Adventure,158.58,Winter,4.6
Sacred Valley,Germany,Europe,Religious,181.62,Summer,4.4
Grand Pagoda,Australia,Oceania,City,160.05,Summer,4.4
Lush Valley,South Africa,Africa,Beach,161.37,Spring,4.7
Mystic Ruins,Morocco,Africa,Beach,99.35,Winter,4
Mystic Falls,Australia,Oceania,Nature,96.79,Spring,4.5
Grand Temple,Argentina,South America,Historical,210.45,Autumn,4.3
Lush Valley,Canada,North America,Nature,130.41,Summer,4.2
Ancient Pagoda,France,Europe,City,169.05,Spring,4.4
Crystal Ruins,Greece,Europe,Adventure,125.17,Spring,4.2
Ancient Ruins,Spain,Europe,Historical,105.19,Spring,4.6
Lush Ruins,India,Asia,Historical,124.09,Autumn,4.9
Crystal Plaza,Greece,Europe,Nature,155.63,Autumn,4.8
Sacred Park,Thailand,Asia,Nature,203.13,Winter,4.4
Sacred Pagoda,Peru,South America,Historical,194.53,Summer,4.6
Golden Temple,Brazil,South America,Religious,233.19,Summer,4.6
Crystal Plaza,New Zealand,Oceania,Beach,93.1,Winter,4.6
Serene Plaza,USA,North America,Nature,127.57,Autumn,4.6
Lush Forest,India,Asia,Religious,124.89,Summer,4.2
Ancient Plaza,India,Asia,Beach,204.83,Summer,3.8
Hidden Falls,Thailand,Asia,City,198.48,Autumn,4.6
Lush Valley,Egypt,Africa,Adventure,150.16,Winter,4.9
Lush Ruins,Brazil,South America,Adventure,135.47,Summer,4.3
Grand Beach,Morocco,Africa,City,179.36,Spring,4.4
Serene Beach,Japan,Asia,Adventure,260.28,Autumn,4.9
Mystic Valley,Kenya,Africa,Adventure,113.01,Spring,4.1
Crystal Pagoda,Germany,Europe,Beach,174.45,Spring,4.4
Crystal Ruins,Thailand,Asia,Nature,189.5,Winter,4.8
Crystal Ruins,Italy,Europe,Beach,202.94,Autumn,4.6
Sacred Ruins,Canada,North America,Historical,147.42,Autumn,4.7
Sacred Park,Thailand,Asia,Historical,176.15,Autumn,4.5
Hidden Beach,Canada,North America,Beach,117.22,Winter,4.4
Hidden Valley,Germany,Europe,Adventure,201.69,Winter,4.3
Golden Pagoda,Kenya,Africa,Adventure,226.44,Spring,4.5
Ancient Beach,Germany,Europe,Religious,46.39,Autumn,4.2
Sacred Ruins,Canada,North America,Religious,218.92,Winter,4.5
Serene Park,Egypt,Africa,Adventure,252.15,Winter,4.6
Crystal Forest,France,Europe,Historical,164.34,Spring,4.5
Lush Plaza,Greece,Europe,Religious,242.9,Autumn,4.8
Grand Forest,Thailand,Asia,Historical,159.63,Spring,5
Hidden Ruins,Peru,South America,Beach,116.56,Winter,4.4
Grand Canyon,New Zealand,Oceania,Nature,144.26,Winter,4.7
Ancient Valley,Kenya,Africa,Religious,165.63,Autumn,5
Grand Valley,Greece,Europe,Beach,190.4,Summer,4.2
Sacred Park,Vietnam,Asia,Religious,141.38,Summer,4.1
Serene Temple,Italy,Europe,Religious,186.64,Spring,4.1
Lush Valley,India,Asia,Nature,134.43,Autumn,4.9
Grand Beach,Japan,Asia,Adventure,229.92,Autumn,4.7
Crystal Canyon,Japan,Asia,City,122.23,Spring,4.5
Grand Beach,Thailand,Asia,Religious,44.76,Winter,5
Sacred Park,France,Europe,Beach,126.29,Winter,4.6
Grand Temple,Peru,South America,Historical,140.7,Winter,4
Grand Beach,New Zealand,Oceania,Adventure,58.69,Winter,4.8
Grand Ruins,South Africa,Africa,Adventure,214.4,Winter,4.5
Ancient Ruins,China,Asia,Historical,175.42,Winter,4.4
Crystal Forest,Australia,Oceania,Beach,186.55,Autumn,4.7
Golden Plaza,USA,North America,Historical,161.62,Winter,4.8
Sacred Valley,France,Europe,Religious,259.25,Winter,4.3
Mystic Pagoda,South Africa,Africa,Adventure,106.31,Summer,4.8
Serene Canyon,Morocco,Africa,Religious,141.48,Spring,4.3
Grand Canyon,Canada,North America,Nature,149.27,Winter,4
Mystic Beach,Kenya,Africa,Beach,206.09,Spring,4.4
Ancient Valley,Morocco,Africa,Nature,138.92,Summer,4.6
Ancient Valley,Germany,Europe,Historical,89.17,Spring,4.2
Lush Beach,Vietnam,Asia,Historical,197,Winter,4.4
Ancient Temple,Thailand,Asia,Beach,133.24,Autumn,4.1
Lush Ruins,Kenya,Africa,Adventure,157.15,Autumn,4.6
Golden Valley,USA,North America,Historical,148.97,Summer,4.6
Sacred Beach,Peru,South America,Historical,128.14,Autumn,4
Serene Park,USA,North America,Nature,180.48,Spring,4
Mystic Temple,France,Europe,Nature,227.18,Summer,4.5
Mystic Temple,Japan,Asia,Beach,100.32,Winter,4.5
Lush Temple,Spain,Europe,Religious,63.33,Winter,4.6
Lush Plaza,Spain,Europe,Historical,197.81,Spring,5
Serene Canyon,Australia,Oceania,Adventure,113.23,Winter,4.5
Serene Pagoda,China,Asia,Beach,58.96,Spring,4.3
Crystal Falls,Thailand,Asia,Adventure,172.6,Autumn,4.1
Hidden Falls,Egypt,Africa,Beach,144.24,Autumn,4.4
Golden Forest,Morocco,Africa,Beach,165.66,Autumn,4.5
Sacred Falls,Brazil,South America,Nature,111.66,Autumn,4.5
Hidden Plaza,China,Asia,Beach,185.31,Summer,4.9
Hidden Falls,USA,North America,Historical,162.42,Winter,4.5
Golden Falls,Germany,Europe,Historical,151.62,Summer,4.7
Sacred Valley,Canada,North America,Adventure,96.32,Spring,4.5
Ancient Forest,China,Asia,Historical,266.96,Winter,4.4
Grand Plaza,Brazil,South America,Religious,148.01,Summer,4.1
Lush Pagoda,Peru,South America,Historical,88.32,Winter,3.9
Lush Ruins,Italy,Europe,Historical,70.88,Autumn,4.7
Golden Canyon,Egypt,Africa,Historical,133.74,Autumn,4.2
Crystal Ruins,France,Europe,Religious,184.46,Summer,4.3
Golden Valley,China,Asia,Beach,147.48,Summer,4.3
Crystal Falls,Vietnam,Asia,Beach,157.48,Autumn,4.5
Hidden Pagoda,Japan,Asia,Adventure,133.15,Summer,4.5
Lush Pagoda,Egypt,Africa,Beach,169.63,Autumn,4.6
Ancient Beach,Morocco,Africa,Beach,179.13,Spring,4.4
Hidden Plaza,Mexico,North America,Beach,115.38,Summer,4.3
Hidden Forest,Mexico,North America,City,128.76,Summer,4.8
Golden Valley,France,Europe,Religious,195.4,Summer,4.5
Grand Canyon,Italy,Europe,Historical,189.9,Summer,4.1
Hidden Ruins,USA,North America,City,263.79,Autumn,4.2
Sacred Forest,South Africa,Africa,Adventure,148.04,Autumn,4
Crystal Falls,Mexico,North America,Nature,156.87,Autumn,5
Crystal Valley,Vietnam,Asia,City,53.46,Summer,4.3
Serene Valley,Japan,Asia,Nature,145.4,Winter,4.5
Serene Pagoda,Spain,Europe,Adventure,105.93,Summer,4.9
Serene Park,China,Asia,City,111.69,Autumn,4.2
Crystal Pagoda,Australia,Oceania,Nature,92.56,Spring,4.6
Serene Falls,Morocco,Africa,City,177.48,Summer,5
Serene Valley,China,Asia,Adventure,227.69,Winter,3.9
Ancient Ruins,Brazil,South America,Adventure,160.93,Winter,4.4
Lush Ruins,India,Asia,Beach,110.63,Summer,4.1
Lush Falls,Brazil,South America,Beach,131.55,Autumn,4.6
Serene Ruins,Brazil,South America,Beach,109.9,Summer,3.8
Golden Pagoda,China,Asia,Nature,177.8,Autumn,4.3
Grand Plaza,Brazil,South America,Historical,105.49,Summer,4
Crystal Forest,Canada,North America,Historical,107.68,Winter,4.8
Golden Temple,Egypt,Africa,Adventure,163.2,Autumn,4.5
Golden Park,Greece,Europe,City,269.09,Summer,4.7
Crystal Temple,Brazil,South America,City,155.26,Summer,4.9
Ancient Temple,Egypt,Africa,Religious,155.36,Autumn,4.2
Serene Falls,Brazil,South America,Adventure,188,Winter,4.4
Ancient Ruins,Morocco,Africa,Historical,164.55,Spring,4.3
Serene Ruins,Australia,Oceania,Religious,151.54,Autumn,3.8
Hidden Pagoda,Peru,South America,Religious,138.76,Summer,4.2
Golden Ruins,Germany,Europe,Beach,216.04,Autumn,4.6
Golden Park,Brazil,South America,Beach,180.01,Winter,4.8
Serene Pagoda,Japan,Asia,Adventure,113.25,Summer,5
Crystal Temple,Greece,Europe,Beach,165.39,Summer,5
Ancient Valley,Australia,Oceania,Nature,183.82,Winter,4.4
Hidden Forest,Argentina,South America,Religious,144.9,Spring,4.2
Lush Beach,Brazil,South America,Religious,148.66,Autumn,4.9
Lush Valley,Japan,Asia,Historical,120.01,Spring,4
Grand Temple,Brazil,South America,Religious,165.49,Summer,4.7
Serene Park,Kenya,Africa,City,101.71,Spring,4.3
Serene Plaza,Thailand,Asia,Historical,73.65,Winter,4.3
Sacred Pagoda,Morocco,Africa,Beach,129.38,Spring,4.3
Hidden Falls,Australia,Oceania,City,51.27,Spring,4.3
Crystal Canyon,China,Asia,Nature,163.62,Autumn,4.6
Ancient Plaza,Canada,North America,Beach,117.08,Spring,4.6
Golden Pagoda,India,Asia,Nature,204.61,Spring,4.3
Sacred Canyon,Kenya,Africa,City,168.05,Autumn,4.8
Crystal Valley,Egypt,Africa,Nature,214.54,Winter,5
Crystal Park,Argentina,South America,Beach,175.73,Autumn,4.4
Grand Falls,Greece,Europe,Beach,76.48,Autumn,4.1
Hidden Canyon,Kenya,Africa,Beach,183.86,Summer,4.2
Crystal Ruins,Australia,Oceania,Religious,230.94,Winter,4.6
Golden Pagoda,Canada,North America,Adventure,206.04,Summer,4.3
Ancient Canyon,Japan,Asia,City,228.69,Autumn,4.6
Grand Falls,Argentina,South America,Nature,130.75,Spring,3.9
Grand Forest,South Africa,Africa,City,153.98,Winter,4.7
Lush Forest,Canada,North America,Historical,188.22,Spring,4.2
Sacred Pagoda,USA,North America,Adventure,137.13,Autumn,4.8
Grand Pagoda,Peru,South America,Nature,74.98,Spring,4.4
Sacred Beach,Thailand,Asia,Adventure,136.38,Autumn,4.9
Crystal Temple,Thailand,Asia,Beach,136.99,Winter,4.3
Sacred Park,South Africa,Africa,Nature,74.5,Spring,4.4
Golden Pagoda,Argentina,South America,Beach,100.78,Autumn,4.4
Crystal Valley,Australia,Oceania,Adventure,204.21,Summer,4.6
Lush Falls,Peru,South America,Nature,69.52,Summer,4.3
Sacred Ruins,Italy,Europe,Beach,123.06,Summer,4.4
Mystic Canyon,New Zealand,Oceania,Religious,211.27,Autumn,4.4
Serene Valley,Morocco,Africa,Historical,111.41,Summer,4.4
Ancient Forest,Spain,Europe,Beach,195.59,Winter,4.3
Golden Forest,Greece,Europe,City,132.64,Winter,4.7
Crystal Plaza,India,Asia,Adventure,166.83,Summer,4.8
Sacred Canyon,Vietnam,Asia,City,64.9,Winter,4.3
Ancient Plaza,Egypt,Africa,Religious,163.04,Autumn,4.5
Serene Ruins,Germany,Europe,Religious,136.26,Summer,3.8
Crystal Canyon,Australia,Oceania,Religious,206.82,Winter,4.2
Crystal Plaza,Kenya,Africa,Beach,158.38,Autumn,4.8
Grand Ruins,China,Asia,Religious,108.54,Summer,4
Grand Beach,France,Europe,Historical,59.65,Autumn,4.4
Lush Beach,South Africa,Africa,Historical,118.58,Summer,4.4
Lush Canyon,Japan,Asia,City,140.49,Autumn,4.1
Sacred Temple,France,Europe,City,182.13,Spring,4.7
Mystic Ruins,Japan,Asia,Religious,87.89,Autumn,4.2
Mystic Canyon,Japan,Asia,Religious,144.43,Spring,4.9
Lush Plaza,Kenya,Africa,Historical,171.58,Autumn,4.7
Sacred Forest,Vietnam,Asia,Nature,172.31,Winter,4.5
Hidden Park,Brazil,South America,City,180.44,Spring,4.3
Mystic Temple,Egypt,Africa,Adventure,182.98,Summer,4.2
Lush Falls,Greece,Europe,Religious,192.11,Summer,4.5
Mystic Plaza,Mexico,North America,Religious,130,Winter,4.2
Ancient Beach,Thailand,Asia,Beach,83.46,Summer,3.8
Golden Ruins,Spain,Europe,Adventure,204.61,Spring,4.1
Sacred Temple,Peru,South America,Beach,161.98,Autumn,4.7
Crystal Temple,Canada,North America,Historical,153.11,Autumn,4.3
Sacred Temple,Canada,North America,Religious,90.61,Winter,4.4
Ancient Temple,Spain,Europe,Nature,150.2,Summer,4.7
Grand Park,Italy,Europe,City,73.42,Summer,4.8
Sacred Pagoda,New Zealand,Oceania,Beach,83.29,Spring,4.4
Hidden Park,Canada,North America,City,111.79,Autumn,4.8
Grand Valley,New Zealand,Oceania,City,118.29,Summer,4.2
Crystal Valley,South Africa,Africa,Beach,121.48,Winter,4.1
Sacred Falls,Greece,Europe,Adventure,30,Winter,4.7
Crystal Plaza,France,Europe,City,141.12,Spring,4.7
Ancient Forest,Japan,Asia,Beach,77.17,Winter,4.4
Golden Forest,South Africa,Africa,City,155.35,Spring,4.4
Crystal Beach,Greece,Europe,Nature,170.93,Autumn,4.6
Hidden Beach,Italy,Europe,Historical,167.09,Autumn,4.5
Golden Temple,Germany,Europe,City,115.12,Spring,4.2
Ancient Plaza,Vietnam,Asia,Beach,187.78,Summer,4.4
Lush Ruins,Egypt,Africa,Religious,184.02,Summer,4.5
Lush Forest,Brazil,South America,Religious,166,Summer,4.1
Crystal Temple,Mexico,North America,Religious,144.92,Spring,4.4
Serene Forest,France,Europe,Beach,198.8,Summer,4.9
Golden Plaza,Egypt,Africa,Adventure,142.28,Summer,4.2
Grand Forest,China,Asia,Religious,148.17,Winter,4.7
Hidden Falls,Germany,Europe,Beach,149.39,Autumn,5
Serene Temple,Canada,North America,Historical,164.68,Autumn,4.6
Sacred Park,Spain,Europe,Nature,154.3,Summer,4.3
Ancient Beach,Italy,Europe,Beach,131.33,Winter,4.3
Hidden Falls,Germany,Europe,Adventure,30,Winter,4.1
Mystic Park,Egypt,Africa,Religious,125.88,Winter,4.8
Ancient Canyon,China,Asia,Adventure,209.21,Summer,4.8
Hidden Temple,New Zealand,Oceania,City,30.78,Autumn,4.7
Sacred Canyon,India,Asia,Religious,81.31,Spring,4.8
Sacred Forest,Morocco,Africa,City,129.45,Spring,4.8
Lush Canyon,Greece,Europe,Beach,79.44,Spring,4.5
Sacred Temple,Spain,Europe,City,143.57,Winter,4.3
Mystic Beach,Argentina,South America,Religious,229.06,Winter,4.4
Lush Valley,Mexico,North America,Religious,158.27,Autumn,4.1
Grand Canyon,France,Europe,Adventure,164.78,Summer,4.6
Grand Pagoda,Spain,Europe,Beach,97.44,Spring,3.7
Serene Temple,France,Europe,Adventure,110.66,Autumn,4.3
Crystal Beach,China,Asia,City,156.78,Autumn,4.7
Hidden Canyon,New Zealand,Oceania,Historical,137.4,Summer,4.7
Grand Plaza,South Africa,Africa,City,175.23,Summer,4.7
Crystal Forest,Italy,Europe,Beach,180.71,Autumn,3.8
Grand Pagoda,India,Asia,Adventure,112.7,Spring,4.3
Crystal Valley,Mexico,North America,City,118.94,Summer,4.8
Grand Beach,Mexico,North America,Nature,205.93,Spring,4.5
Crystal Park,Egypt,Africa,Historical,139.02,Spring,4.3
Hidden Canyon,France,Europe,Beach,215.78,Spring,4.6
Golden Pagoda,USA,North America,Adventure,173.07,Autumn,4.9
Sacred Temple,Italy,Europe,Historical,97.22,Autumn,4.4
Sacred Falls,Thailand,Asia,Beach,182.37,Summer,4
Crystal Canyon,Spain,Europe,Adventure,211.2,Winter,4.4
Mystic Park,Vietnam,Asia,City,234.91,Winter,3.8
Golden Ruins,Morocco,Africa,Beach,125.4,Winter,4.9
Golden Forest,Kenya,Africa,Nature,222.56,Autumn,4.3
Golden Falls,Mexico,North America,Beach,146.82,Spring,4.1
Hidden Valley,New Zealand,Oceania,Religious,188.54,Summer,4.5
